"me013"::	Uh, is it the twenty-fourth? Yeah.::	0
"me018"::	now we're on.::	0
"mn052"::	Uh Chuck, is the mike type wireless -::	0
"me018"::	Yes.::	0
"mn052"::	wireless headset? O_K.::	0
"me018"::	Yes.::	0
"me013"::	Yeah.::	0
"me018"::	For you it is.::	0
"me013"::	Yeah. We uh - we abandoned the lapel because they sort of were not too - not too hot, not too cold, they were - you know, they were::	0
"me013"::	uh, far enough away that you got more background noise, uh, and uh - and so forth but they weren't so close that they got quite the - you know, the really good - No, th-::	0
"mn052"::	Uh-huh.::	0
"mn052"::	O_K.::	0
"me013"::	they - I mean they didn't -::	0
"me013"::	Wait a minute. I'm saying that wrong.::	0
"me013"::	They were not so far away that they were really good representative distant mikes,::	0
"me013"::	but on the other hand they were not so close that they got rid of all the interference. So it was no - didn't seem to be a good point to them.::	0
"mn052"::	Uh-huh.::	0
"me013"::	On the other hand if you only had to have one mike in some ways you could argue the lapel was a good choice, precisely  because  it's in the middle.::	0
"mn052"::	Yeah, yeah.::	0
"me013"::	There's uh, some kinds of junk that you get with these things that you  don't  get with the lapel uh, little mouth clicks and::	0
"me013"::	breaths and so forth are worse with these than with the lapel, but::	0
"me013"::	given the choice we - there seemed to be very strong opinions for uh, getting rid of lapels.::	0
"me013"::	So,::	0
"mn052"::	The mike number is -::	0
"me018"::	Uh, your mike number's written on the back of that unit there.::	0
"mn052"::	Oh yeah. One.::	0
"me018"::	And then the channel number's usually one less than that.::	0
"mn052"::	Oh, O_K.::	0
"me018"::	It- it's one less than what's written on the back of your - yeah.::	0
"mn052"::	O_K.::	0
"mn052"::	O_K. O_K.::	0
"me018"::	So you should be  zero,  actually.::	0
"mn052"::	Hello? Yeah.::	0
"me018"::	For your uh, channel number.::	0
"mn052"::	Yep, yep.::	0
"me013"::	And you should do a lot of talking so we get a lot more of your pronunciations.::	0
"me013"::	no, they don't - don't have a - have any Indian pronunciations.::	0
"me018"::	So what we usually do is um, we typically will have our meetings and then at the end of the meetings we'll read the digits. Everybody goes around and reads the digits on the - the bottom of their forms.::	0
"me013"::	Yeah.::	0
"me013"::	Session R_-::	0
"mn007"::	R_nineteen?::	0
"me013"::	R_nineteen.::	0
"mn052"::	O_K.::	0
"me018"::	Yeah. We're - This is session R_nineteen.::	0
"me013"::	If you  say  so.::	0
"me013"::	O_ K.  Do we have anything like an agenda? What's going on? Um.::	0
"me013"::	I guess um.::	0
"me013"::	So.::	0
"me013"::	One thing -::	0
"me018"::	Sunil's here for the summer?::	0
"me013"::	Sunil's here for the summer, right.::	0
"me013"::	Um, so, one thing is to talk about a kick off meeting::	0
"me013"::	maybe::	0
"me013"::	uh, and then just uh, I guess::	0
"me013"::	uh, progress reports individually, and then uh, plans::	0
"me013"::	for where we go between now and then, pretty much.::	0
"me013"::	Um.::	0
"me018"::	I could say a few words about um, some of the uh, compute stuff that's happening around here, so that people in the group know.::	0
"me013"::	Mm-hmm.::	0
"me013"::	O_K.::	0
"me013"::	Why don't you  start  with that? That's sort of - Yeah?::	0
"me018"::	O_K.::	0
"me018"::	We um - So we just put in an order for::	1
"me018"::	about twelve new machines, uh, to use as sort of a compute farm.::	1
"me018"::	And um,::	0
"me018"::	uh, we ordered uh, SUN-Blade-one-hundreds, and um,::	0
"me018"::	I'm not sure exactly how long it'll take for those to come in, but, uh, in addition, we're running -::	0
"me018"::	So the plan for  using  these is, uh, we're running P_make and Customs here and Andreas has sort of gotten that all::	1
"me018"::	uh, fixed up and up to speed.::	1
"me018"::	And he's got a number of little utilities that make it very easy to um,::	1
"me018"::	run things using P_make and Customs. You don't actually have to::	1
"me018"::	write P_make scripts and things like that.::	0
"me018"::	The  simplest  thing - And I can send an email around or, maybe I should do an F_A_Q on the web site about it or something.::	1
"me018"::	Um, there's a c-::	0
"me013"::	How about an email that  points  to the F_A_Q,  you know what I'm saying? so that you can -   Yeah.::	0
"me018"::	Yeah, yeah.::	0
"me018"::	Uh, there's a command, uh, that you can use called " run  command". "Run dash command", "run hyphen command".::	0
"me018"::	And, if you say that and then some job that you want to execute,::	0
"me018"::	uh, it will find the fastest currently available machine,::	0
"me018"::	and export your job to that machine,::	0
"me018"::	and uh - and run it there and it'll duplicate your environment. So::	0
"me018"::	you can try this as a simple test with uh, the L_ S  command. So you can say "run dash command L_ S ",::	0
"me018"::	and, um, it'll actually export that  L_S command to some machine in the institute, and um, do an L_S on your current directory.::	0
"me018"::	So, substitute L_S for whatever command you want to run, and um - And that's a simple way to get started using - using this.::	0
"me018"::	And, so,  soon,  when we get all the new machines up,::	1
"me018"::	um, e- then we'll have lots more compute to use. Now th- one of the nice things is that uh, each machine that's part of the::	1
"me018"::	P_make and Customs network has attributes associated with it. Uh, attributes like how much memory the machine has, what its speed is, what its operating system,::	0
"me018"::	and when you use something like " run  command", you can specify those attributes for your program. For example if you only want your::	0
"me018"::	thing to run under Linux, you can give it the Linux attribute, and then it will find the fastest available Linux machine and run it on that. So.::	0
"me018"::	You can control  where  your jobs go, to a certain extent,::	0
"me018"::	all the way down to an individual machine. Each machine has an attribute which is the name of  itself.::	0
"me018"::	So you can give  that  as an attribute and it'll  only  run on  that.::	0
"me018"::	If there's already a  job  running, on some machine that you're trying to select, your job will get queued up,::	0
"me018"::	and then when that resource, that machine becomes available, your job will get exported there. So,::	0
"me018"::	there's a lot of nice features to it and it kinda helps to balance the load of the machines and uh,::	1
"me018"::	right now Andreas and I have been the main ones using it and we're - Uh. The S_R_I recognizer has all this P_make customs stuff built into it. So.::	0
"me013"::	So as I understand,  you know ,  he's  using all the machines and  you're  using all the machines,::	0
"me018"::	Yeah. Exactly.::	0
"me013"::	is the rough division of -::	0
"me018"::	Yeah, you know, I - I sort of got started  using the recognizer just recently and uh,::	0
"me018"::	uh I fired off a training job, and then I fired off a recognition job and I get this email about midnight from Andreas saying,::	0
"me018"::	"uh, are you running two  trainings simultaneously s- my m- my jobs are not getting run."::	0
"me018"::	So I had to back off a little bit. But,::	0
"me018"::	soon as we get some more machines then uh -::	0
"me018"::	then we'll have more compute available. So, um,::	0
"me018"::	that's just a quick update about what we've got. So.::	0
"me006"::	Um, I have - I have a question about the uh,::	0
"me006"::	parallelization?::	0
"me018"::	Mm-hmm.::	0
"me006"::	So, um, let's say I have like, a thousand little - little jobs to do?::	0
"me018"::	Mm-hmm.::	0
"me006"::	Um, how do I do it with "run command"? I mean do -::	0
"me018"::	You could write a script uh, which called run command on each sub-job right? But you probably::	0
"me006"::	Uh-huh.::	0
"me006"::	A thousand times?::	0
"me006"::	O_K.::	0
"me018"::	wanna be careful with that because um, you don't wanna saturate the network.::	0
"me018"::	Uh, so, um,::	0
"me018"::	you know, you should - you should probably not run more than, say ten::	0
"me018"::	jobs yourself at any one time, uh, just because then it would::	0
"me006"::	Oh, too much file transfer and stuff.::	0
"me018"::	keep other people -::	0
"me018"::	Well it's  not   that  so much as that, you know, e- with - if  everybody  ran fifty jobs at once then it would just bring everything to a halt and, you know, people's jobs would get delayed, so it's sort of a sharing thing.::	0
"me006"::	O_K.::	0
"me018"::	Um, so you should try to limit it to somet- sometim- some number around ten jobs at a time. Um. So if you had a script for example that had a thousand things it needed to run, um,::	0
"me018"::	you'd somehow need to put some logic in there if you were gonna use "run command", uh, to  only  have ten of those going at a time.::	0
"me018"::	And uh, then, when one of those finished you'd fire off another one.::	0
"me018"::	Um,::	0
"me013"::	I remember I - I forget whether it was when the Rutgers or - or Hopkins workshop, I remember  one  of the workshops I was at there were -::	0
"me013"::	everybody was real excited cuz they got twenty-five machines and there was some kind of P_make like thing that sit- sent things out.::	0
"me018"::	Mm-hmm.::	0
"me018"::	Mm-hmm.::	0
"me018"::	Mm-hmm.::	0
"me013"::	So all twenty-five people were sending things to all twenty-five machines  and  and things were a lot less efficient than if you'd just use your own machine.  as I recall, but.  Yeah.::	0
"me018"::	Yeah.  Yeah.  Yep.::	0
"me018"::	Yeah, exactly. Yeah, you have to be a little bit careful.::	0
"mn007"::	Hmm.::	0
"me018"::	Um,::	0
"me018"::	but uh, you can also - If you have  that  level of parallelization um, and you don't wanna have to worry about writing the logic in - in a Perl script to take care of that, you can use um, P_make::	0
"me006"::	Just do P_make. s-::	0
"me018"::	and - and you basically write a Make file that uh, you know your final job depends on these one thousand things, and when you run::	0
"me006"::	Mm-hmm.::	0
"me018"::	P_make, uh, on your Make file, you can give it the dash capital J_::	0
"me006"::	Mm-hmm.::	0
"me018"::	and - and then a number, and that number represents how many uh, machines to use at once.::	0
"me006"::	Right.::	0
"me018"::	And then it'll make sure that it never goes above that.::	0
"me006"::	Right. O_K.::	0
"me018"::	So,::	0
"me018"::	I can get some documentation.::	0
"mn007"::	So it - it's - it's not systematically queued. I mean::	0
"mn007"::	all the jobs are  running.::	0
"mn007"::	If you launch twenty jobs, they are all  running.::	0
"me018"::	It depends. If you - "Run command", that I mentioned before, is - doesn't know about other things that you might be running.::	0
"mn007"::	Alright.::	0
"mn007"::	Uh-huh.::	0
"me018"::	So, it would be  possible  to run a hundred run jobs at once,::	0
"mn007"::	Right.::	0
"me018"::	and they wouldn't know about each other.::	0
"me018"::	But if you use  P_make , then, it knows about all the jobs that it has to run::	0
"mn007"::	Mm-hmm.::	0
"me018"::	and  it  can control, uh, how many it runs simultaneously.::	0
"me013"::	So "run command" doesn't use P_make, or - ?::	0
"me018"::	It uses "export" underlyingly.::	0
"me018"::	But, if you -::	0
"me018"::	i- It's meant to be run one job at a time?::	0
"me018"::	So you could fire off a  thousand  of those, and it doesn't know - any  one  of those doesn't know about the other ones that are running.::	0
"me013"::	So why would one use that rather than  P_make ?::	0
"me018"::	Well, if you have, um - Like, for example, uh if you didn't wanna write a P_make script and you just had a, uh - an H_T_K training job that you know is gonna take uh, six hours to run,::	0
"me018"::	and somebody's using, uh, the machine you typically use, you can say "run command" and your H_T_K thing and it'll find another machine, the fastest currently available machine and - and run your job there.::	0
"me013"::	Now, does it have the same sort of behavior as P_make, which is that, you know, if you run something on somebody's machine and they come in and hit a key then it -::	0
"me018"::	Yes. Yeah, there are um - Right. So some of the machines at the institute, um,::	0
"me018"::	have this attribute called " no  evict".::	0
"me018"::	And if you  specify  that,::	0
"me018"::	in - in one of your  attribute  lines, then it'll go to a machine which your job  won't  be evicted from.::	0
"me013"::	Mm-hmm.::	0
"me018"::	But, the machines that  don't  have that  attribute,::	0
"me018"::	if a job gets fired up on that,::	0
"me018"::	which could be somebody's desktop machine, and -::	0
"me018"::	and they were at lunch, they come  back  from lunch and they start typing on the console,::	0
"me013"::	Mm-hmm.::	0
"me018"::	then your machine will get evicted - your  job   will get evicted from their machine and be restarted on another machine. Automatically.::	0
"me018"::	So - which can cause you to lose time, right? If you::	0
"me018"::	had a  two  hour job, and it got halfway through and then somebody came back to their machine and it got  evicted.  So.::	0
