"me045"::	Alright, so I'm- I should read all of these numbers?::	0
"me010"::	O_K.::	0
"mn015"::	Piece of paper? I could borrow?::	0
"me045"::	Oh yeah.::	0
"me010"::	O_K, so uh i- um::	0
"me010"::	I don't know whether Ami's coming or not um::	0
"mn015"::	Nancy::	0
"me010"::	but I think we oughta just get started.::	0
"mn015"::	is uh-::	0
"me003"::	Nancy's still stick?::	0
"mn015"::	currently in Berkeley::	0
"mn015"::	but not here?::	0
"me010"::	Don't know.::	0
"mn015"::	O_K.::	0
"me010"::	Anyway::	0
"me010"::	Oh, so there you go.::	0
"me010"::	Anyway, so my idea f- for today and we can uh::	0
"me010"::	decide that that isn't the right thing to do::	0
"me010"::	was to at - spend at least part of the time::	0
"me010"::	trying to::	0
"me010"::	eh build the influence links, you know::	0
"me010"::	which sets of things are::	0
"me010"::	uh relevant::	0
"me010"::	to which decisions::	0
"me010"::	and actually I had::	0
"me010"::	uh specific s-  suggestion   to start first with the path ones.::	0
"me010"::	The database ones being::	0
"me010"::	in some sense less interesting to us although probably have to be done::	0
"me010"::	and so to do that::	0
"me010"::	so there's - and the idea was we were gonna do two things::	0
"me003"::	Is your mike on?::	0
"me012"::	Oops.::	0
"me010"::	Ah.::	0
"me010"::	Oh right, well.::	0
"me012"::	That's funny.::	0
"me010"::	Yeah. We were gonna do two things::	0
"me010"::	one of which is::	0
"me010"::	just lay out the::	0
"me010"::	influence structure of what we think influences what::	0
"me010"::	and then as a uh separate but related task::	0
"me010"::	uh particularly Bhaskara and I were going to::	0
"me010"::	try to decide::	0
"me010"::	what kinds of belief nodes are needed in order to::	0
"me010"::	um::	0
"me010"::	do what we - what we need to do. Once::	0
"me010"::	so but du- we should sort of have all of the uh::	0
"me010"::	basic design of what influences what::	0
"me010"::	done before we decide exactly how to compute it.::	0
"me010"::	So I didn't - did you get a chance to look at all - yet?::	0
"me012"::	Yeah, I looked at some of that stuff.::	0
"me010"::	Great. O_K so let's::	0
"me010"::	start with the::	0
