"me045"::	As usual.::	0
"me003"::	Yes.::	0
"me003"::	Whew!::	0
"me003"::	I almost forgot  about the meeting.::	0
"me003"::	I woke up twenty minutes ago, thinking,::	0
"me045"::	Oy.::	0
"me003"::	what did I forget?::	0
"mn015"::	It's great how the br-  brain  sort of  does  that.::	0
"me045"::	Something's not right here.::	0
"me003"::	Internal alarms.::	0
"mn015"::	O_K.::	0
"mn015"::	So the news for me is A_, my::	0
"mn015"::	forthcoming travel plans::	0
"mn015"::	in two weeks::	0
"me003"::	Yes.::	0
"mn015"::	from today?::	0
"mn015"::	Yeah?::	0
"mn015"::	More or less?::	0
"mn015"::	I'll be off to Sicily and Germany::	0
"mn015"::	for a couple, three days.::	0
"me003"::	Now what are y- what are you doing there? I forgot?::	0
"mn015"::	O_K, I'm flying to Sicily basically to drop off Simon::	0
"mn015"::	there with his grandparents. And then I'm flying to Germany t- to go to a MOKU-Treffen which is::	0
"mn015"::	the meeting of all the module-responsible people in SmartKom,::	0
"me003"::	Mmm.::	0
"mn015"::	and, represent I_C_I::	0
"mn015"::	and myself I guess::	0
"mn015"::	there.::	0
"mn015"::	And um.::	0
"mn015"::	That's the::	0
"mn015"::	mmm::	0
"mn015"::	actual reason.::	0
"mn015"::	And then I'm also going up to E_M_L::	0
"mn015"::	for a day, and then I'm going to::	0
"mn015"::	meet the  very  big boss, Wolfgang Walster,::	0
"mn015"::	in Saarbruecken and the   System   system integration people in Kaiserslautern::	0
"mn015"::	and then I'm flying back via Sicily::	0
"mn015"::	pick up my son::	0
"mn015"::	come back here on the fourth of July.::	0
"me045"::	What a great time to be coming back to the U_S_-of-A_.::	0
"mn015"::	And uh.::	0
"me003"::	God bless America.::	0
"me045"::	You'll see maybe - see the fireworks from your plane coming in.::	0
"mn015"::	And I'm sure all the - the people at the airport will be  happy  to work on that day.::	0
"me045"::	Yeah.::	0
"me045"::	You'll get even better service than usual.::	0
"mn015"::	Mm-hmm.::	0
"me003"::	Wait, aren't you flying on Lufthansa though?::	0
"mn015"::	Alitalia.::	0
"me003"::	Oh. Well then the - you know, it's not a big deal.::	0
"me003"::	Once you  get  to the United States it'll be a problem, but::	0
"mn015"::	Yeah.::	0
"mn015"::	And um,::	0
"mn015"::	that's  that  bit of news, and the  other  bit of news is we had - you know, uh, I was visited by my::	0
"mn015"::	German project manager::	0
"mn015"::	who A_, did like what we did -::	0
"mn015"::	what we're doing here, and B_,::	0
"mn015"::	is planning to come here either three weeks in July or three weeks in  August,::	0
"mn015"::	to actually  work.::	0
"me003"::	On - ?  Oh.::	0
"mn015"::	With us.::	0
"mn015"::	And we sat around and we talked and he came up - we came up - with a::	0
"mn015"::	pretty strange idea.::	0
"mn015"::	And that's what I'm gonna lay on you now.::	0
"mn015"::	And um, maybe it might be ultimately the most interesting thing for  Eva::	0
"mn015"::	because she has::	0
"fn050"::	O_K.::	0
"mn015"::	been known to complain about the fact that the stuff we do here is not weird enough.::	0
"mn015"::	So this is so weird it should even::	0
"fn050"::	Uh.  O_K.::	0
"mn015"::	make  you  happy.::	0
"me045"::	Oh great.::	0
"mn015"::	Imagine::	0
"mn015"::	if you will,::	0
"mn015"::	that we have a system that does all that understanding::	0
"mn015"::	that we want it to do::	0
"me003"::	Mm-hmm.::	0
"mn015"::	based on utterances.::	0
"mn015"::	It should be possible::	0
"mn015"::	to make that system  produce::	0
"mn015"::	questions.::	0
"mn015"::	So if you have the knowledge of how to interpret "where is X_?"::	0
"me045"::	Mm-hmm.::	0
"mn015"::	under given conditions,::	0
"mn015"::	situational, user, discourse and ontological::	0
"mn015"::	conditions,::	0
"mn015"::	you should also be able to make that same system  ask::	0
"mn015"::	"where is X_?"::	0
"mn015"::	in a sper- certain way,::	0
"mn015"::	based  on::	0
"mn015"::	certain intentions.::	0
"mn015"::	So in- instead of just being able to::	0
"me045"::	Hmm.::	0
"mn015"::	observe  phenomenon,::	0
"mn015"::	um, and,::	0
"mn015"::	guess the intention we::	0
"mn015"::	might  be able just to::	0
"mn015"::	sort of::	0
"mn015"::	give it an intention, and make it produce an utterance.::	0
"me003"::	Well, like in::	0
"me003"::	A_I they generally do the::	0
"me003"::	take in, and then they also do the generation phase, like  Nancy's  thing.::	0
"me003"::	Or uh,::	0
"me003"::	you  remember , in the - the hand::	0
"me003"::	thing in one-eighty-two, like not only was it able to recognize but it was also to generate based upon situations. You mean  that  sort of thing?::	0
"mn015"::	Absolutely.::	0
"me003"::	O_K.::	0
"mn015"::	And once you've  done  that::	0
"mn015"::	what we can do is have the system ask::	0
"mn015"::	itself.::	0
"mn015"::	And answer,::	0
"mn015"::	understand the answer,::	0
"mn015"::	ask something else,::	0
"mn015"::	and enter a dialogue with itself. So the - the ba- basic - the same idea as having two chess computers play against each other.::	0
"me045"::	Except this smacks a little bit more of a schizophrenic computer than A_I.::	0
"mn015"::	Yeah you c- if you want, you can have two parallel  machines::	0
"mn015"::	um, asking each  other.::	0
"mn015"::	What  would that  give  us? Would  A_  be something completely weird and strange,::	0
"mn015"::	and  B_ , i-::	0
"me045"::	That's good.::	0
"mn015"::	if you look at all the factors,::	0
"mn015"::	we will never observe::	0
"mn015"::	people::	0
"mn015"::	let's say, in wheelchairs under - you know, in - under all conditions, you know,::	0
"mn015"::	when they say "X_", and there  is  a ride at the goal, and the parking is  good,::	0
"mn015"::	we can  never  collect enough data.::	0
"mn015"::	It's - it's - it's not possible.::	0
"me045"::	Mm-hmm.::	0
