"me018"::	O_K.::	0
"me013"::	O_K, so::	0
"me013"::	We - we had a meeting with, uh - with Hynek,::	0
"me013"::	um, in - in which, uh,::	0
"me013"::	uh,::	0
"me013"::	Sunil and Stephane,::	0
"me013"::	uh::	0
"me013"::	summarized where they were and -::	0
"me013"::	and, uh,::	0
"me013"::	talked about where we were gonna go.::	0
"me013"::	So that - that happened sort of mid-week.::	0
"me018"::	D- did - did you guys get your code::	0
"me013"::	Uh.::	0
"mn052"::	Oh, yeah.::	0
"me018"::	pushed together?::	0
"mn052"::	Yeah.::	0
"mn052"::	It's - it's - it's - it was updated yesterday, right?::	0
"me018"::	Cool.::	0
"mn007"::	Yeah.::	0
"mn052"::	Yeah.::	0
"me018"::	Oh, right, I saw - I saw the note.::	0
"mn007"::	You probably received the mail. Yeah.::	0
"me018"::	Mm-hmm.::	0
"me013"::	What was the update?::	0
"mn007"::	What was the update?::	0
"me013"::	Yeah.::	0
"mn007"::	So there is th- then - the - all the new features  that go in .::	1
"mn007"::	The, um,::	1
"mn007"::	noise suppression,::	0
"mn007"::	the re-synthesis of speech after suppression.::	1
"me018"::	Is the, um -::	1
"mn007"::	These are the - Yeah.::	0
"me018"::	the C_V_S mechanism working  well?::	1
"me018"::	Are - are people,::	1
"me018"::	uh, up at O_G_I grabbing code::	0
"me018"::	uh, via that?::	1
"mn052"::	Uh, I don't think - I don't think -::	0
"me018"::	Or - ?::	0
"mn007"::	I don't know if they use it, but.::	1
"me018"::	Uh-huh.::	0
"mn052"::	Yeah, I- I don't think anybody up there is like::	0
"mn052"::	working on it right now.::	0
"me018"::	Mmm.::	0
"me013"::	I think it more likely that what it means is that when Sunil is up there::	0
"mn052"::	Yeah.::	0
"me013"::	he will grab it.::	0
"mn052"::	Yeah.::	0
"me018"::	Yeah.::	0
"mn052"::	So right now nobody's working on Aurora there.::	1
"me018"::	I see.::	0
"me013"::	They're - Yeah. They're working on a different task.::	0
"me018"::	I see.::	0
"mn052"::	Yeah.::	0
"me018"::	O_K.::	0
"me013"::	But what'll happen is - is he'll go back up there::	0
"me013"::	and, uh, Pratibha will come back from -::	0
"me013"::	from, uh, the east coast.::	0
"me018"::	Mm-hmm.::	0
"me013"::	Uh.::	0
"me013"::	And, uh -::	0
"me013"::	and - and I guess actually, uh, after Eurospeech for a little bit, uh,  he'll  go up there too. So, actually::	0
"me013"::	everybody::	0
"me013"::	who's working on it  will be up there for at least a little while.::	0
"me013"::	So they'll remotely access it   from there . Yeah.::	0
"me018"::	So has -::	1
"me018"::	Has anybody tried::	0
"me018"::	remotely accessing the C_V_S using, uh,::	0
"me018"::	uh, S_S_H?::	1
"mn007"::	Um,::	0
"mn007"::	I don't know if Hari did that or - You d-::	0
"mn052"::	@@::	0
"mn052"::	I  can actually do it today. I mean, I can just log into -::	0
"me018"::	Have you tried it yet?::	0
"mn052"::	No, I didn't.::	0
"me018"::	O_K.::	0
"mn052"::	So I- I'll try it today.::	0
"me013"::	Good idea.::	0
"mn052"::	Yeah.::	0
"mn007"::	Actually I - I tried wh- while -::	1
"me013"::	Yeah.::	0
"mn007"::	when I installed the::	0
"mn007"::	repository, I tried from Belgium.::	1
"mn007"::	I::	1
"me018"::	Yeah?::	0
"mn007"::	logged in there and I tried::	0
"me018"::	It worked good?::	0
"mn007"::	to import -::	0
"mn007"::	Yeah, it works.::	1
"me018"::	Oh, good!::	0
"me018"::	Great!::	0
"mn052"::	Oh.::	0
"mn007"::	But it's -::	0
"mn007"::	So, right now it's the mechanism with S_S_H.::	0
"mn007"::	I don't  s- I didn't set up -::	0
"mn007"::	You can also set up a C_V_S server::	0
"mn007"::	on a new port.::	0
"mn007"::	It's like::	0
"me018"::	Yeah.::	0
"me018"::	Right.::	0
"mn007"::	well  uh, a main server, or d- You can do a C_V_S server.::	0
"me018"::	Then that's using the C_V_S password mechanism and all that, right?::	0
"mn007"::	But.::	0
"mn007"::	Yeah, right.::	0
"mn007"::	But I didn't do that because I was not sure about::	0
"mn007"::	security problems. I - I would have to -::	0
"me018"::	So w-::	0
"me018"::	when you came in from Belgian -::	0
"me018"::	Belgium, using S_S_H,::	0
"me018"::	uh,::	0
"me018"::	was it asking you for your own::	0
"me018"::	password into ICSI?::	0
"me018"::	So if yo- you can only do that if you have an account at ICSI?::	0
"mn007"::	Right.::	0
"mn007"::	Yeah.::	0
"me018"::	O_K.::	0
"mn007"::	Yeah.::	0
"me018"::	Cuz there is an - a way to set up anonymous C_V_S right? So that -::	0
"mn007"::	Yeah, you ha- in this way you ca- you have to set up a C_V_S server but then,::	0
"mn007"::	yeah, you can access it.::	0
"mn007"::	you   - you can set up priorities. You can access them and mostly if you - if y- the set- the server is set up like this.::	0
"me018"::	Oh, O_K. So the anonymous mechanism -::	0
"me018"::	O_K.::	0
"me018"::	Because a lot of the open source stuff works with anonymous C_V_S and I'm just wondering -::	0
"mn007"::	Mm-hmm.::	0
"me018"::	Uh,::	0
"me018"::	I mean, for our  transcripts  we may want to do that.::	0
"me013"::	Yeah.::	0
"me018"::	Uh.::	0
